jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
jrk09453,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Xenoteratosphaeria,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01492,Ascomycota,Dothideomycetes,Catinellales,Catinellaceae,Catinella,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk01806,Ascomycota,Dothideomycetes,Cladoriellales,Cladoriellaceae,Cladoriella,,litter_saprotroph,foliar_endophyte,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
jrk01959,Ascomycota,Dothideomycetes,Collemopsidiales,Xanthopyreniaceae,Collemopsidium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,cyanobacterial,
jrk02610,Ascomycota,Dothideomycetes,Collemopsidiales,Xanthopyreniaceae,Didymellopsis,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08616,Ascomycota,Dothideomycetes,Collemopsidiales,Xanthopyreniaceae,Zwackhiomacromyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08617,Ascomycota,Dothideomycetes,Collemopsidiales,Xanthopyreniaceae,Zwackhiomyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02305,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Cylindroseptoria,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02432,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Delphinella,,wood_saprotroph,plant_pathogen,,no_endophytic_capacity,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02580,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Dictyodothis,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02758,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Dothichiza,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,
jrk02761,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Dothidea,,litter_saprotroph,wood_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02767,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Dothiora,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02909,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Endoconidioma,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02915,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Endodothiora,,mycoparasite,fungal_decomposer,,no_endophytic_capacity,,fungal_material,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03508,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Gonatobotryum,,mycoparasite,plant_pathogen,,no_endophytic_capacity,other_plant_pathogen,"leaf/fruit/seed,fungal_material",,non-aquatic,,,filamentous_mycelium,other,,,,,
jrk04262,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Kabatina,,plant_pathogen,wood_saprotroph,,no_endophytic_capacity,wood_pathogen,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05606,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Neocylindroseptoria,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk05680,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Neophaeocryptopus,synonym of Dothiora,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06379,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Phaeocryptopus,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk06787,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Plowrightia,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08486,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Stylodothis,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08528,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Sydowia,,wood_saprotroph,plant_pathogen,,no_endophytic_capacity,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09147,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Uleodothis,,plant_pathogen,,,,unspecified_plant_pathogen,,,,,,filamentous_mycelium,,,,,,
jrk09429,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Xenomeris,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07570,Ascomycota,Dothideomycetes,Dothideales,Dothideales family incertae sedis,Rhizosphaera,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07880,Ascomycota,Dothideomycetes,Dothideales,Dothideales family incertae sedis,Scleroconidioma,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,wood_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,other,,,,,
jrk00798,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,,sooty_mold,litter_saprotroph,hyperviariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,roots,animal_material,sugar-rich_substrates",,partly_aquatic,animal_parasite,,dimorphic_yeast,,,,,,
jrk01977,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Columnosphaeria,,wood_saprotroph,plant_pathogen,,no_endophytic_capacity,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk03664,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Halysiomyces,,,,,,,,,,,,,,,,,,
jrk04261,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Kabatiella,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
jrk09682,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Metasphaeria,synonym of Saccothecium,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07204,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Pseudoseptoria,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07216,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Pseudosydowia,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07748,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Saccothecium,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07965,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Selenophoma,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08579,Ascomycota,Dothideomycetes,Dothideales,Zalariaceae,Zalaria,,unspecified_saprotroph,,,no_endophytic_capacity,,,,non-aquatic,,,yeast,,,,,,
jrk00206,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Alinaceae,Alina,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00587,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Argynnaceae,Argynna,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk04580,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Argynnaceae,Lepidopterella,,wood_saprotroph,,,,,wood,soft_rot,freshwater,,,filamentous_mycelium,,,,,,
jrk00671,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Ascoporiaceae,Ascoporia,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00787,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Aulographaceae,Aulographum,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed,,,,
jrk04555,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Aulographaceae,Lembosiella,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed,,,,
jrk04556,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Aulographaceae,Lembosina,,plant_pathogen,litter_saprotroph,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed,,,,
jrk00895,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Balladynaceae,Balladyna,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00896,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Balladynaceae,Balladynocallia,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00897,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Balladynaceae,Balladynopsis,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk08831,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Balladynaceae,Thyriopsis,,plant_pathogen,litter_saprotroph,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed,,,,
jrk01859,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Cleistosphaeraceae,Cleistosphaera,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01912,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Coccoideaceae,Coccoidea,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01913,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Coccoideaceae,Coccoidella,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02039,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Cookellaceae,Cookella,,mycoparasite,fungal_decomposer,,no_endophytic_capacity,,fungal_material,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk02647,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Cookellaceae,Dimerium,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk07331,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Cookellaceae,Pycnoderma,,mycoparasite,fungal_decomposer,,no_endophytic_capacity,,fungal_material,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00025,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Acanthorus,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00028,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Acanthostigmella,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00058,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Achorella,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00111,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Actinomyxa,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed,,,,
jrk00420,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Anopeltis,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00591,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Arkoola,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00592,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Armata,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00669,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Ascominuta,,wood_saprotroph,,,,,wood,,freshwater,,,filamentous_mycelium,,,,,,
jrk00712,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Asterodothis,,foliar_endophyte,plant_pathogen,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00716,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Asteromassaria,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk00721,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Asteronia,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk00725,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Asteroporum,,litter_saprotroph,plant_pathogen,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01121,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Botryochora,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01126,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Botryohypoxylon,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk09723,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Botryomyces,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,,,,,,
jrk01188,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Brooksia,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
jrk01220,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Bryorella,,litter_saprotroph,plant_pathogen,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01225,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Bryostroma,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01226,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Bryothele,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01270,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Byssocallis,,mycoparasite,fungal_decomposer,,no_endophytic_capacity,,fungal_material,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01272,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Byssogene,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01312,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Callebaea,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01356,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Calyptra,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed,,,,
jrk01412,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Capillataspora,,wood_saprotroph,,,no_endophytic_capacity,,wood,,marine,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01455,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Caryosporella,,wood_saprotroph,,,,,wood,,partly_marine_(partly_non-aquatic),,,filamentous_mycelium,,,,,,
jrk01495,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Catulus,,mycoparasite,fungal_decomposer,,no_endophytic_capacity,,fungal_material,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01536,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Ceramoclasteropsis,,litter_saprotroph,,,no_endophytic_capacity,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01549,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Ceratophoma,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk01561,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,Cercidospora,,lichen_parasite,fungal_decomposer,lichenized_some_species,no_endophytic_capacity,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
